week_start,week_end,rank,index_id,symbol,weekly_change_percent,three_week_cumulative_return
2020-07-21,2020-07-27,3,3,NIFTYBEES,-0.12654085095359385,3.596430393991338
2020-07-28,2020-08-03,1,6,ITBEES,0.11080586487010267,13.576366235876808
2020-07-28,2020-08-03,2,2,GOLDBEES,2.782009651574112,9.315771498743116
2020-07-28,2020-08-03,3,10,JUNIORBEES,1.7646010535975711,2.3454950644694845
2020-08-04,2020-08-10,1,2,GOLDBEES,2.412194762661006,12.375207496681737
2020-08-04,2020-08-10,2,13,MID150BEES,5.464940193861282,7.195356383424355
2020-08-04,2020-08-10,3,6,ITBEES,2.7027000903735274,5.739129107931386
2020-08-11,2020-08-17,1,13,MID150BEES,0.3208225255853654,7.08903986554499
2020-08-11,2020-08-17,2,10,JUNIORBEES,-0.2128902948800571,5.102005331966876
2020-08-11,2020-08-17,3,6,ITBEES,0.2747210712340189,3.5754774730987537
2020-08-18,2020-08-24,1,13,MID150BEES,3.8418977156929346,11.058506903995795
2020-08-18,2020-08-24,2,7,BANKBEES,2.659266047926411,7.849686212346773
2020-08-18,2020-08-24,3,3,NIFTYBEES,0.8514497552312154,5.0185090151900935
2020-08-25,2020-08-31,1,7,BANKBEES,3.267382926665797,8.870713020562718
2020-08-25,2020-08-31,2,8,PSUBNKBEES,0.3584197536603377,6.531380782489451
2020-08-25,2020-08-31,3,13,MID150BEES,-1.0564918661843166,3.0293391085772785
2020-09-01,2020-09-07,1,7,BANKBEES,-3.587799301457991,5.812673210560539
2020-09-01,2020-09-07,2,13,MID150BEES,0.6365409243968622,3.6456647680201746
2020-09-01,2020-09-07,3,8,PSUBNKBEES,-3.59496921671971,3.1410240970263335
2020-09-08,2020-09-14,1,6,ITBEES,5.447671368167649,7.951400210808885
2020-09-08,2020-09-14,2,13,MID150BEES,4.089920147414295,1.5225334886626012
2020-09-08,2020-09-14,3,16,INFRABEES,2.1268126914070633,0.6797583081570997
2020-09-15,2020-09-21,1,6,ITBEES,0.10101241684007806,10.172317659747872
2020-09-15,2020-09-21,2,31,LIQUIDBEES,0.0,0.0010112563990780615
2020-09-15,2020-09-21,3,13,MID150BEES,-4.001788742273564,-0.13928189950427827
2020-09-22,2020-09-28,1,6,ITBEES,-0.8020042170090366,9.337019328396217
2020-09-22,2020-09-28,2,13,MID150BEES,1.737628016741433,0.26226190951199063
2020-09-22,2020-09-28,3,31,LIQUIDBEES,0.0,-0.0010112461727864285
2020-09-29,2020-10-05,1,6,ITBEES,5.138541250184849,6.751926617319507
2020-09-29,2020-10-05,2,7,BANKBEES,4.14387084221172,0.8664389116863075
2020-09-29,2020-10-05,3,31,LIQUIDBEES,0.20726294755810207,0.20726294755810207
2020-10-06,2020-10-12,1,6,ITBEES,6.187526049016771,12.563066647112011
2020-10-06,2020-10-12,2,7,BANKBEES,3.898313508928617,10.787183781171363
2020-10-06,2020-10-12,3,3,NIFTYBEES,2.3623319632450546,5.870581240010755
2020-10-13,2020-10-19,1,7,BANKBEES,3.1246034253469324,11.803805051774965
2020-10-13,2020-10-19,2,6,ITBEES,-9.405312645906948,8.53965916385078
2020-10-13,2020-10-19,3,3,NIFTYBEES,-0.16532757835190778,5.8956138276356995
2020-10-20,2020-10-26,1,7,BANKBEES,-0.6882175782924771,7.900124879215964
2020-10-20,2020-10-26,2,3,NIFTYBEES,-0.7572762561283564,2.8027458589275174
2020-10-20,2020-10-26,3,6,ITBEES,-1.4259405207272386,2.6832747648464053
2020-10-27,2020-11-02,1,7,BANKBEES,0.6518894256914886,4.97754664778941
2020-10-27,2020-11-02,2,13,MID150BEES,-0.8648267221178115,0.3840835981956698
2020-10-27,2020-11-02,3,10,JUNIORBEES,-0.5569588356343598,0.35128392624109583
2020-11-03,2020-11-09,1,7,BANKBEES,7.636191441318493,13.735137695090724
2020-11-03,2020-11-09,2,13,MID150BEES,3.5217564581160565,5.385444091468684
2020-11-03,2020-11-09,3,16,INFRABEES,4.031027708716613,5.052061033233429
2020-11-10,2020-11-16,1,7,BANKBEES,-0.35052742218303934,18.438317682421307
2020-11-10,2020-11-16,2,8,PSUBNKBEES,-1.202535011164327,9.620785867832257
2020-11-10,2020-11-16,3,10,JUNIORBEES,4.062109523243684,9.541200839179272
2020-11-17,2020-11-23,1,7,BANKBEES,-0.4973061931518086,16.787266387352282
2020-11-17,2020-11-23,2,8,PSUBNKBEES,1.9583036477349962,13.183724618453372
2020-11-17,2020-11-23,3,13,MID150BEES,3.7962213071351307,12.56505536273838
2020-11-24,2020-11-30,1,8,PSUBNKBEES,4.785280510149084,12.590638350733121
2020-11-24,2020-11-30,2,13,MID150BEES,0.7593187235169492,8.497590708647015
2020-11-24,2020-11-30,3,7,BANKBEES,-0.5124079165617782,7.087240120648948
2020-12-01,2020-12-07,1,8,PSUBNKBEES,7.936516861222001,21.973102718057394
2020-12-01,2020-12-07,2,13,MID150BEES,2.117586000527425,9.398334583936238
2020-12-01,2020-12-07,3,10,JUNIORBEES,2.74109072485439,7.004364225872939
2020-12-08,2020-12-14,1,8,PSUBNKBEES,0.19685490220520294,26.14622912197672
2020-12-08,2020-12-14,2,10,JUNIORBEES,1.4786413397799423,6.306821092886771
2020-12-08,2020-12-14,3,13,MID150BEES,0.5161976215073908,5.900742566708706
2020-12-15,2020-12-21,1,8,PSUBNKBEES,-10.348258130500412,5.503516031946527
2020-12-15,2020-12-21,2,6,ITBEES,0.5681865073585897,4.590910131281072
2020-12-15,2020-12-21,3,2,GOLDBEES,3.1293791736057868,3.081231769660673
2020-12-22,2020-12-28,1,6,ITBEES,2.056230686894434,7.373068893686406
2020-12-22,2020-12-28,2,3,NIFTYBEES,2.753435720630281,3.8583215631503602
2020-12-22,2020-12-28,3,2,GOLDBEES,0.34324418435445153,2.5491117758977677
2020-12-29,2021-01-04,1,6,ITBEES,3.5962447601499283,10.940918854545762
2020-12-29,2021-01-04,2,2,GOLDBEES,1.9230772589723548,4.605260858150899
2020-12-29,2021-01-04,3,13,MID150BEES,3.534645550365498,4.544872182908001
2021-01-05,2021-01-11,1,6,ITBEES,4.8169555423874595,18.20947628152731
2021-01-05,2021-01-11,2,13,MID150BEES,2.23627126225497,11.358223096461542
2021-01-05,2021-01-11,3,10,JUNIORBEES,2.063293272028362,10.134201242258378
2021-01-12,2021-01-18,1,6,ITBEES,-2.0257799071391673,9.375002941018694
2021-01-12,2021-01-18,2,8,PSUBNKBEES,-0.19166705279736382,8.772847721365741
2021-01-12,2021-01-18,3,16,INFRABEES,0.15642968120594827,6.094156277285821
2021-01-19,2021-01-25,1,6,ITBEES,0.0761632048337705,3.6686402018975524
2021-01-19,2021-01-25,2,16,INFRABEES,-2.6981640560347007,2.4404228283261062
2021-01-19,2021-01-25,3,3,NIFTYBEES,-1.9234418096325416,1.161170408095389
2021-01-26,2021-02-01,1,8,PSUBNKBEES,5.739741748192218,7.820389345484935
2021-01-26,2021-02-01,2,7,BANKBEES,5.990771188879964,3.603094696309328
2021-01-26,2021-02-01,3,16,INFRABEES,1.3192565560027671,0.5387402759888615
2021-02-02,2021-02-08,1,8,PSUBNKBEES,11.668927419649814,18.53096795242232
2021-02-02,2021-02-08,2,7,BANKBEES,5.0354714950854325,12.889416666356752
2021-02-02,2021-02-08,3,13,MID150BEES,3.402983252681903,5.919760532572036
2021-02-09,2021-02-15,1,8,PSUBNKBEES,1.9544033388542381,23.899070014137596
